"","OTU","estimate","statistic","p.value","parameter","conf.low","conf.high","method","alternative"
"435","ASV71",0.326193185443047,1.38026914509309,0.186485105820627,16,-0.165949276386484,0.688249808312639,"Pearson's product-moment correlation","two.sided"
"436","ASV1510",0.2465765351001,1.01773027073666,0.323949548188722,16,-0.248952785312574,0.639794028739709,"Pearson's product-moment correlation","two.sided"
"437","ASV515",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"438","ASV43",-0.109815228424689,-0.441933720547962,0.664452119248018,16,-0.54856089035375,0.376350105827847,"Pearson's product-moment correlation","two.sided"
"439","ASV1229",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"440","ASV678",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"441","ASV231",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"442","ASV1281",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"443","ASV682",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"444","ASV330",-0.231642418490437,-0.952476068414598,0.355024094138526,16,-0.630342857941921,0.26375157365352,"Pearson's product-moment correlation","two.sided"
"445","ASV1373",-0.0694739229114345,-0.278568778462255,0.784143902882801,16,-0.519494053433067,0.41071790744547,"Pearson's product-moment correlation","two.sided"
"446","ASV665",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"447","ASV1610",-0.0694739229114345,-0.278568778462255,0.784143902882801,16,-0.519494053433067,0.41071790744547,"Pearson's product-moment correlation","two.sided"
"448","ASV585",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"449","ASV236",-0.0694739229114344,-0.278568778462255,0.784143902882802,16,-0.519494053433067,0.41071790744547,"Pearson's product-moment correlation","two.sided"
"450","ASV222",0.172956278923613,0.702410795588734,0.492516340047881,16,-0.319731510101057,0.592021717418896,"Pearson's product-moment correlation","two.sided"
"451","ASV168",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"452","ASV1392",0.158099232463389,0.640451744940037,0.530944946550893,16,-0.333378077260507,0.582010093337036,"Pearson's product-moment correlation","two.sided"
"453","ASV1015",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"454","ASV953",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"455","ASV1518",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"456","ASV379",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"457","ASV1242",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"458","ASV1767",-0.0505445476954133,-0.202436944173303,0.842126862706451,16,-0.505486288998217,0.42638730123257,"Pearson's product-moment correlation","two.sided"
"459","ASV1167",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"460","ASV588",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"461","ASV1655",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"462","ASV45",-0.0780015905133023,-0.312959877395256,0.75835357528816,16,-0.525726488560881,0.403564949851335,"Pearson's product-moment correlation","two.sided"
"463","ASV782",-0.224204038804215,-0.920243507045297,0.371112528721431,16,-0.625590911709141,0.271036557819713,"Pearson's product-moment correlation","two.sided"
"464","ASV372",0.158099232463389,0.640451744940037,0.530944946550893,16,-0.333378077260507,0.582010093337036,"Pearson's product-moment correlation","two.sided"
"465","ASV705",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"466","ASV145",0.0251086194911535,0.100466152037303,0.921222385115263,16,-0.447001411691219,0.486278313595978,"Pearson's product-moment correlation","two.sided"
"467","ASV762",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"468","ASV1569",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"469","ASV1512",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"470","ASV1117",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"471","ASV983",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"472","ASV373",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"473","ASV667",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"474","ASV274",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"475","ASV125",0.288513335239518,1.20530800666478,0.24560869737806,16,-0.206120855280626,0.665713033552558,"Pearson's product-moment correlation","two.sided"
"476","ASV1768",-0.0989196176919103,-0.397628669524424,0.696158602430652,16,-0.540813512264797,0.385766142990574,"Pearson's product-moment correlation","two.sided"
"477","ASV628",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"478","ASV233",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"479","ASV1381",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"480","ASV91",-0.148157334199825,-0.599242697049159,0.557401692863035,16,-0.575238061416523,0.342396373859936,"Pearson's product-moment correlation","two.sided"
"481","ASV537",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"482","ASV1033",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"483","ASV1185",-0.0505445476954133,-0.202436944173303,0.842126862706451,16,-0.505486288998217,0.42638730123257,"Pearson's product-moment correlation","two.sided"
"484","ASV671",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"485","ASV1619",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"486","ASV1450",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"487","ASV763",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"488","ASV111",-0.158062274377139,-0.640298192916697,0.531042219715585,16,-0.581985027349532,0.333411769323733,"Pearson's product-moment correlation","two.sided"
"489","ASV717",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"490","ASV1257",0.28892224784522,1.20717177036861,0.244910066958456,16,-0.205693670408537,0.665961359089072,"Pearson's product-moment correlation","two.sided"
"491","ASV674",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"492","ASV904",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"493","ASV142",-0.0153390777427004,-0.0613635304253682,0.951829688609414,16,-0.478780434096927,0.454787894091983,"Pearson's product-moment correlation","two.sided"
"494","ASV1156",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"495","ASV1657",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"496","ASV234",0.158099232463389,0.640451744940037,0.530944946550893,16,-0.333378077260507,0.582010093337036,"Pearson's product-moment correlation","two.sided"
"497","ASV745",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"498","ASV394",0.567537493563304,2.75721955493042,0.0140243191742768,16,0.136956191247794,0.817735295074443,"Pearson's product-moment correlation","two.sided"
"499","ASV1439",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"500","ASV892",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"501","ASV835",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"502","ASV1738",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"503","ASV603",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"504","ASV315",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"505","ASV707",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"506","ASV1176",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"507","ASV784",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"508","ASV956",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"509","ASV427",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"510","ASV446",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"511","ASV221",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"512","ASV746",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"513","ASV276",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"514","ASV1601",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"515","ASV63",-0.0917400794063966,-0.368514347301926,0.717320259688328,16,-0.535667155114289,0.391916031284766,"Pearson's product-moment correlation","two.sided"
"516","ASV861",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"517","ASV981",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"518","ASV1627",0.158099232463389,0.640451744940037,0.530944946550893,16,-0.333378077260507,0.582010093337036,"Pearson's product-moment correlation","two.sided"
"519","ASV453",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"520","ASV1546",0.174925343766519,0.710658521296889,0.487526581229048,16,-0.317907403566699,0.593338962237467,"Pearson's product-moment correlation","two.sided"
"521","ASV1220",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"522","ASV451",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"523","ASV1669",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"524","ASV1105",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"525","ASV1528",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"526","ASV434",0.560663945390758,2.7083793799513,0.0155035515868224,16,0.127050170964116,0.814367458979026,"Pearson's product-moment correlation","two.sided"
"527","ASV428",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"528","ASV1265",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"529","ASV747",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"530","ASV37",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"531","ASV938",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"532","ASV337",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"533","ASV67",0.255597163672011,1.05751576149562,0.305982216985598,16,-0.239900382563041,0.645445764034758,"Pearson's product-moment correlation","two.sided"
"534","ASV1384",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"535","ASV257",0.529352812543603,2.49576470882274,0.0238767669633732,16,0.0829937236372448,0.79880662614148,"Pearson's product-moment correlation","two.sided"
"536","ASV875",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"537","ASV415",0.560663945390758,2.7083793799513,0.0155035515868224,16,0.127050170964116,0.814367458979026,"Pearson's product-moment correlation","two.sided"
"538","ASV1340",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"539","ASV32",-0.0173533151133432,-0.0694237142838992,0.945512616765738,16,-0.480331863219052,0.453188374515396,"Pearson's product-moment correlation","two.sided"
"540","ASV1178",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"541","ASV1678",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"542","ASV344",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"543","ASV945",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"544","ASV1466",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"545","ASV1765",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"546","ASV1372",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"547","ASV216",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"548","ASV284",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"549","ASV964",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"550","ASV1715",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"551","ASV1152",-0.120443017699408,-0.485304973410933,0.634038183176906,16,-0.556045938439799,0.367067729768393,"Pearson's product-moment correlation","two.sided"
"552","ASV495",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"553","ASV528",-0.0694739229114345,-0.278568778462255,0.784143902882801,16,-0.519494053433067,0.41071790744547,"Pearson's product-moment correlation","two.sided"
"554","ASV1272",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"555","ASV876",-0.205274663588195,-0.838964911269955,0.41384848880496,16,-0.613362191860711,0.289323156956282,"Pearson's product-moment correlation","two.sided"
"556","ASV1179",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"557","ASV806",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"558","ASV825",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"559","ASV901",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"560","ASV1536",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"561","ASV1467",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"562","ASV1436",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"563","ASV25",0.0416077296885156,0.166575168942947,0.869791234409333,16,-0.433686886881407,0.498788632733499,"Pearson's product-moment correlation","two.sided"
"564","ASV1259",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"565","ASV345",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"566","ASV774",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"567","ASV1267",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"568","ASV749",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"569","ASV279",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"570","ASV1044",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"571","ASV997",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"572","ASV877",-0.120443017699408,-0.485304973410933,0.634038183176906,16,-0.556045938439799,0.367067729768393,"Pearson's product-moment correlation","two.sided"
"573","ASV299",-0.306301439502979,-1.28706929537821,0.216379133713691,16,-0.676438757948749,0.187361950611845,"Pearson's product-moment correlation","two.sided"
"574","ASV456",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"575","ASV18",0.0217783754326759,0.0871341679464356,0.931646053796632,16,-0.44966373144198,0.483730040824503,"Pearson's product-moment correlation","two.sided"
"576","ASV1692",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"577","ASV1053",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"578","ASV1305",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"579","ASV1286",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"580","ASV1002",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"581","ASV730",0.0685001897742265,0.274645873871987,0.78710297452653,16,-0.411530926306885,0.518779342795428,"Pearson's product-moment correlation","two.sided"
"582","ASV239",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"583","ASV218",-0.106325662412382,-0.42772728162009,0.674550990188532,16,-0.546087790779389,0.379376776819731,"Pearson's product-moment correlation","two.sided"
"584","ASV1605",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"585","ASV1268",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"586","ASV1717",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"587","ASV979",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"588","ASV1723",0.158099232463389,0.640451744940037,0.530944946550893,16,-0.333378077260507,0.582010093337036,"Pearson's product-moment correlation","two.sided"
"589","ASV112",-0.208000507547236,-0.850605871117551,0.407538073057149,16,-0.615135278833194,0.286711936407337,"Pearson's product-moment correlation","two.sided"
"590","ASV313",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"591","ASV1543",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"592","ASV1230",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"593","ASV898",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"594","ASV68",0.129091520990653,0.520723139218805,0.609691068554132,16,-0.359441735065727,0.562085294094992,"Pearson's product-moment correlation","two.sided"
"595","ASV1438",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"596","ASV699",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"597","ASV198",0.158099232463389,0.640451744940037,0.530944946550893,16,-0.333378077260507,0.582010093337036,"Pearson's product-moment correlation","two.sided"
"598","ASV903",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"599","ASV673",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"600","ASV1086",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"601","ASV471",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"602","ASV1029",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"603","ASV261",0.2465765351001,1.01773027073666,0.323949548188722,16,-0.248952785312574,0.639794028739709,"Pearson's product-moment correlation","two.sided"
"604","ASV1248",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"605","ASV1111",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"606","ASV458",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"607","ASV866",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"608","ASV809",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"609","ASV732",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"610","ASV704",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"611","ASV1137",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"612","ASV1250",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"613","ASV1426",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"614","ASV1595",0.2465765351001,1.01773027073666,0.323949548188722,16,-0.248952785312574,0.639794028739709,"Pearson's product-moment correlation","two.sided"
"615","ASV152",0.48029352679246,2.19035113254378,0.0436550992621438,16,0.0173034971887683,0.773678135726655,"Pearson's product-moment correlation","two.sided"
"616","ASV1042",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"617","ASV341",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"618","ASV713",0.2465765351001,1.01773027073666,0.323949548188722,16,-0.248952785312574,0.639794028739709,"Pearson's product-moment correlation","two.sided"
"619","ASV199",-0.18067841716713,-0.734806955762132,0.473090334198058,16,-0.597174798469228,0.312556874663472,"Pearson's product-moment correlation","two.sided"
"620","ASV184",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"621","ASV1719",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"622","ASV1332",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"623","ASV180",-0.122966298828173,-0.495626581241321,0.626896236285774,16,-0.557812741820034,0.364849525202033,"Pearson's product-moment correlation","two.sided"
"624","ASV867",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"625","ASV655",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"626","ASV459",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"627","ASV355",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"628","ASV1458",0.174925343766519,0.710658521296889,0.487526581229048,16,-0.317907403566699,0.593338962237467,"Pearson's product-moment correlation","two.sided"
"629","ASV1345",-0.355517815064632,-1.52146962426937,0.14765830592915,16,-0.705318655059534,0.133512796465166,"Pearson's product-moment correlation","two.sided"
"630","ASV1024",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"631","ASV733",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"632","ASV778",0.0685001897742265,0.274645873871987,0.78710297452653,16,-0.411530926306885,0.518779342795428,"Pearson's product-moment correlation","two.sided"
"633","ASV790",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"634","ASV1157",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"635","ASV1664",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"636","ASV1776",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"637","ASV1062",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"638","ASV149",-0.0807016294570474,-0.323862859967503,0.750236789179809,16,-0.527689840293873,0.401287836520267,"Pearson's product-moment correlation","two.sided"
"639","ASV31",-0.0908569293274975,-0.364937113353582,0.719937276736893,16,-0.535031819275384,0.392669551068622,"Pearson's product-moment correlation","two.sided"
"640","ASV598",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"641","ASV1327",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"642","ASV1789",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"643","ASV1113",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"644","ASV712",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"645","ASV500",0.590246033673124,2.92482122131309,0.00991640742144845,16,0.170307213990479,0.828741340284906,"Pearson's product-moment correlation","two.sided"
"646","ASV1006",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"647","ASV1515",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"648","ASV201",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"649","ASV1139",0.174925343766519,0.710658521296889,0.487526581229048,16,-0.317907403566699,0.593338962237467,"Pearson's product-moment correlation","two.sided"
"650","ASV1440",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"651","ASV1012",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"652","ASV343",0.174925343766519,0.710658521296889,0.487526581229048,16,-0.317907403566699,0.593338962237467,"Pearson's product-moment correlation","two.sided"
"653","ASV186",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"654","ASV1597",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"655","ASV1315",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"656","ASV753",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"657","ASV995",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"658","ASV1271",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"659","ASV1328",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"660","ASV1403",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"661","ASV709",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"662","ASV304",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"663","ASV1120",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"664","ASV1429",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"665","ASV1422",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"666","ASV1684",0.560663945390758,2.7083793799513,0.0155035515868223,16,0.127050170964116,0.814367458979026,"Pearson's product-moment correlation","two.sided"
"667","ASV1435",0.2465765351001,1.01773027073666,0.323949548188722,16,-0.248952785312574,0.639794028739709,"Pearson's product-moment correlation","two.sided"
"668","ASV1083",0.132299194430837,0.533889760539675,0.600757398598961,16,-0.356596616496572,0.564313574158586,"Pearson's product-moment correlation","two.sided"
"669","ASV331",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"670","ASV1000",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"671","ASV1778",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"672","ASV1666",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"673","ASV831",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"674","ASV416",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"675","ASV780",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"676","ASV889",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"677","ASV1560",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"678","ASV812",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"679","ASV1121",-0.241100258203353,-0.993715425138339,0.335153006636438,16,-0.636342079522595,0.25440643905795,"Pearson's product-moment correlation","two.sided"
"680","ASV158",0.512269163711312,2.3859072120697,0.0297411912125653,16,0.0596699405223508,0.790161685761352,"Pearson's product-moment correlation","two.sided"
"681","ASV143",0.158099232463389,0.640451744940037,0.530944946550893,16,-0.333378077260507,0.582010093337036,"Pearson's product-moment correlation","two.sided"
"682","ASV1285",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"683","ASV561",-0.0989196176919103,-0.397628669524424,0.696158602430652,16,-0.540813512264797,0.385766142990574,"Pearson's product-moment correlation","two.sided"
"684","ASV1592",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"685","ASV1198",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"686","ASV332",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"687","ASV568",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"688","ASV541",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"689","ASV600",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
"690","ASV755",NA,NA,NA,16,NA,NA,"Pearson's product-moment correlation","two.sided"
